ASCII Trace IXXAT MiniMon V3  Version: 1.1.4.4543;;;;;
Date: 15.06.2022;;;;;
Start time: 13:05:12;;;;;
Stop time: 13:05:48;;;;;
Overruns: 0  Errorframes: 0                                          ;;;;;
Baudrate: 250 kbit/s;;;;;
Time;Identifier (hex);Format;Flags;Data (hex);
00:05:50.856;1AE;Std;;00 00 00 00 00;
00:05:50.856;18F;Std;;00 20 05 00;
00:05:50.857;483;Std;;00 00 00 00 00 40 00 00;
00:05:50.859;42E;Std;;11 00 00 00 C0 78 00 05;
00:05:50.860;52E;Std;;00 00 00 00 00 00 00 00;
00:05:50.861;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:50.864;24B;Std;;00 00 00 00 00 00 00 00;
00:05:50.865;24A;Std;;00 00 00 00 00 00 00 00;
00:05:50.865;24C;Std;;00 00 00 00 00 00 00 00;
00:05:50.871;285;Std;;01 00 90 42 81 00 00 01;
00:05:50.876;70F;Std;;5;
00:05:50.877;712;Std;;5;
00:05:50.880;189;Std;;00 00 00 00 00 00 00 00;
00:05:50.881;385;Std;;00 00 00 00 00 00 00 00;
00:05:50.881;70B;Std;;5;
00:05:50.883;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:50.885;389;Std;;01 00 01 00 4F 50 00 00;
00:05:50.887;489;Std;;00 00 FA FF 00 00 22 01;
00:05:50.889;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:50.891;485;Std;;FA 01 FA 01 E6 02 00 00;
00:05:50.891;28A;Std;;07 00 01 00 00 00 00 00;
00:05:50.894;38A;Std;;00 00 00 00 00 00 00 00;
00:05:50.896;48A;Std;;00 00 00 00 00 40 00 00;
00:05:50.900;701;Std;;5;
00:05:50.900;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:50.900;80;Std;;;
00:05:50.901;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:50.901;287;Std;;00 00 00 00 00 00 00 00;
00:05:50.902;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:50.903;18B;Std;;01 00 00 00;
00:05:50.903;28B;Std;;21 00 F6 FF 0F 00 55 00;
00:05:50.904;29B;Std;;C0 FF C0 FF BD FF BD FF;
00:05:50.904;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:50.911;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:50.911;302;Std;;00 00 CF 18 F4 01 00 00;
00:05:50.912;402;Std;;00 00 00 00 00 00 00 00;
00:05:50.912;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:50.913;309;Std;;00 00 CF 18 2C 01 00 00;
00:05:50.913;409;Std;;00 00 00 00 00 00 00 00;
00:05:50.914;204;Std;;00 00 00 00 00 00 00 00;
00:05:50.914;304;Std;;00 00 00 00 00 00 00 00;
00:05:50.915;20F;Std;;00 04 04 04 01 00;
00:05:50.915;20B;Std;;81 00 00 00;
00:05:50.916;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:50.917;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:50.917;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:50.918;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:50.921;184;Std;;00 00 00 00 00 07 0F 01;
00:05:50.931;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:50.936;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:50.936;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:50.941;384;Std;;C3 02 F8 01 F5 01 F7 01;
00:05:50.947;188;Std;;00 02 00 00 00 02 01 4B;
00:05:50.950;182;Std;;00 00 00 00 00 00 00 00;
00:05:50.951;484;Std;;00 00 00 00 00 00 00 00;
00:05:50.953;282;Std;;00 00 00 00 DC 00 D9 00;
00:05:50.955;382;Std;;01 00 01 00 4F 50 00 00;
00:05:50.955;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:50.956;1AE;Std;;00 00 00 00 00;
00:05:50.956;18F;Std;;00 20 05 00;
00:05:50.957;482;Std;;00 00 FD FF 00 00 17 01;
00:05:50.957;48F;Std;;01 00 00 00 00 00;
00:05:50.959;183;Std;;E4 00 B9 00 FF 00 03 00;
00:05:50.960;22E;Std;;00 00 FF FF 00 07 07 00;
00:05:50.960;42E;Std;;11 00 00 00 C0 78 00 06;
00:05:50.961;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:50.961;283;Std;;01 00 05 00 00 00 00 00;
00:05:50.964;383;Std;;00 00 00 00 00 00 00 00;
00:05:50.966;483;Std;;00 00 00 00 00 00 00 00;
00:05:50.966;24B;Std;;00 00 00 00 00 00 00 00;
00:05:50.967;24A;Std;;00 00 00 00 00 00 00 00;
00:05:50.967;24C;Std;;00 00 00 00 00 00 00 00;
00:05:50.971;285;Std;;01 00 90 42 81 00 00 01;
00:05:50.981;385;Std;;00 00 00 00 00 00 00 00;
00:05:50.990;189;Std;;00 00 00 00 00 00 00 00;
00:05:50.991;485;Std;;FA 01 FA 01 E6 02 00 00;
00:05:50.993;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:50.995;389;Std;;01 00 01 00 4F 50 00 00;
00:05:50.997;489;Std;;00 00 FA FF 00 00 22 01;
00:05:50.999;80;Std;;;
00:05:50.999;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:51.000;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:51.000;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:51.001;28A;Std;;07 00 01 00 00 00 00 00;
00:05:51.002;18B;Std;;01 00 00 00;
00:05:51.002;28B;Std;;1C 00 F3 FF 0D 00 5D 00;
00:05:51.003;29B;Std;;BD FF C0 FF BD FF C0 FF;
00:05:51.003;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:51.004;38A;Std;;00 00 00 00 00 00 00 00;
00:05:51.006;48A;Std;;00 00 00 00 00 40 00 00;
00:05:51.009;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:51.010;302;Std;;00 00 CF 18 F4 01 00 00;
00:05:51.010;402;Std;;00 00 00 00 00 00 00 00;
00:05:51.011;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:51.011;309;Std;;00 00 CF 18 2C 01 00 00;
00:05:51.012;409;Std;;00 00 00 00 00 00 00 00;
00:05:51.012;204;Std;;00 00 00 00 00 00 00 00;
00:05:51.013;304;Std;;00 00 00 00 00 00 00 00;
00:05:51.013;20F;Std;;00 04 04 04 01 00;
00:05:51.014;20B;Std;;81 00 00 00;
00:05:51.014;214;Std;;02 00 00 00 00 00 00 00;
00:05:51.015;314;Std;;00 00 00 00 00 00 00 00;
00:05:51.017;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:51.017;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:51.018;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:51.018;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:51.019;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:51.021;184;Std;;00 00 00 00 00 07 0F 01;
00:05:51.031;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:51.035;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:51.036;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:51.041;384;Std;;C3 02 F8 01 F5 01 F7 01;
00:05:51.047;188;Std;;00 02 00 00 00 02 01 4C;
00:05:51.051;484;Std;;00 00 00 00 00 00 00 00;
00:05:51.055;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:51.056;1AE;Std;;00 00 00 00 00;
00:05:51.056;18F;Std;;00 20 05 00;
00:05:51.060;182;Std;;00 00 00 00 00 00 00 00;
00:05:51.061;22E;Std;;00 00 00 00 00 07 07 00;
00:05:51.061;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:51.062;42E;Std;;11 00 00 00 C0 78 00 07;
00:05:51.062;52E;Std;;30 D4 30 D4 30 D4 30 D4;
00:05:51.063;282;Std;;00 00 00 00 DC 00 D9 00;
00:05:51.065;382;Std;;01 00 01 00 4F 50 00 00;
00:05:51.067;482;Std;;00 00 FD FF 00 00 17 01;
00:05:51.068;24B;Std;;00 00 00 00 00 00 00 00;
00:05:51.068;24A;Std;;00 00 00 00 00 00 00 00;
00:05:51.069;24C;Std;;00 00 00 00 00 00 00 00;
00:05:51.069;183;Std;;E4 00 B9 00 FF 00 03 00;
00:05:51.071;285;Std;;01 00 90 42 81 00 00 01;
00:05:51.072;283;Std;;01 00 05 00 00 00 00 00;
00:05:51.074;383;Std;;00 00 00 00 00 00 00 00;
00:05:51.076;483;Std;;00 00 00 00 00 40 00 00;
00:05:51.076;70F;Std;;5;
00:05:51.081;385;Std;;00 00 00 00 00 00 00 00;
00:05:51.091;485;Std;;FA 01 FA 01 E6 02 00 00;
00:05:51.098;709;Std;;5;
00:05:51.098;80;Std;;;
00:05:51.100;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:51.100;189;Std;;00 00 00 00 00 00 00 00;
00:05:51.101;18B;Std;;01 00 00 00;
00:05:51.101;28B;Std;;1F 00 F6 FF 1A 00 5D 00;
00:05:51.102;29B;Std;;BD FF BD FF BD FF BD FF;
00:05:51.102;100;Std;;B3 31 CF 02 DD 36;
00:05:51.103;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:51.103;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:51.104;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:51.105;389;Std;;01 00 01 00 4F 50 00 00;
00:05:51.107;489;Std;;00 00 FB FF 00 00 22 01;
00:05:51.109;18A;Std;;D9 00 A7 00 D6 00 03 00;
00:05:51.110;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:51.110;302;Std;;00 00 CF 08 F4 01 00 00;
00:05:51.110;704;Std;;5;
00:05:51.111;402;Std;;00 00 00 00 00 00 00 00;
00:05:51.111;28A;Std;;07 00 01 00 00 00 00 00;
00:05:51.112;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:51.112;309;Std;;00 00 CF 08 2C 01 00 00;
00:05:51.113;409;Std;;00 00 00 00 00 00 00 00;
00:05:51.114;204;Std;;00 00 00 00 00 00 00 00;
00:05:51.114;38A;Std;;00 00 00 00 00 00 00 00;
00:05:51.115;304;Std;;00 00 00 00 00 00 00 00;
00:05:51.115;20F;Std;;00 04 04 04 01 00;
00:05:51.115;20B;Std;;81 00 00 00;
00:05:51.116;48A;Std;;00 00 00 00 00 40 00 00;
00:05:51.116;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:51.117;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:51.117;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:51.118;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:51.118;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:51.122;184;Std;;00 00 00 00 00 07 0F 01;
00:05:51.132;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:51.135;72D;Std;;5;
00:05:51.136;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:51.136;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:51.141;384;Std;;C3 02 F8 01 F5 01 F7 01;
00:05:51.147;188;Std;;00 02 00 00 00 02 01 4D;
00:05:51.151;484;Std;;00 00 00 00 00 00 00 00;
00:05:51.155;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:51.156;1AE;Std;;00 00 00 00 00;
00:05:51.156;18F;Std;;00 20 05 00;
00:05:51.157;48F;Std;;01 00 00 00 00 00;
00:05:51.161;42E;Std;;11 00 00 00 C0 78 00 08;
00:05:51.162;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:51.162;52E;Std;;05 00 01 09 01 21 00 00;
00:05:51.166;24B;Std;;00 00 00 00 00 00 00 00;
00:05:51.167;24A;Std;;00 00 00 00 00 00 00 00;
00:05:51.167;24C;Std;;00 00 00 00 00 00 00 00;
00:05:51.168;702;Std;;5;
00:05:51.170;182;Std;;00 00 00 00 00 00 00 00;
00:05:51.171;285;Std;;01 00 90 42 81 00 00 01;
00:05:51.173;282;Std;;00 00 00 00 DC 00 D9 00;
00:05:51.175;382;Std;;01 00 01 00 4F 50 00 00;
00:05:51.177;482;Std;;00 00 FD FF 00 00 17 01;
00:05:51.179;183;Std;;E4 00 B9 00 FF 00 03 00;
00:05:51.181;385;Std;;00 00 00 00 00 00 00 00;
00:05:51.182;283;Std;;01 00 05 00 00 00 00 00;
00:05:51.184;383;Std;;00 00 00 00 00 00 00 00;
00:05:51.186;483;Std;;00 00 00 00 00 40 00 00;
00:05:51.191;485;Std;;FA 01 FA 01 E6 02 00 00;
00:05:51.199;80;Std;;;
00:05:51.200;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:51.200;18B;Std;;01 00 00 00;
00:05:51.200;28B;Std;;1F 00 F3 FF 15 00 5A 00;
00:05:51.201;29B;Std;;BD FF BD FF BD FF BD FF;
00:05:51.201;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:51.202;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:51.209;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:51.209;302;Std;;00 00 CF 18 F4 01 00 00;
00:05:51.210;402;Std;;00 00 00 00 00 00 00 00;
00:05:51.210;189;Std;;00 00 00 00 00 00 00 00;
00:05:51.211;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:51.211;309;Std;;00 00 CF 18 2C 01 00 00;
00:05:51.212;409;Std;;00 00 00 00 00 00 00 00;
00:05:51.213;204;Std;;00 00 00 00 00 00 00 00;
00:05:51.213;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:51.214;304;Std;;00 00 00 00 00 00 00 00;
00:05:51.214;212;Std;;00 00 00 00 00 00 00 00;
00:05:51.215;20F;Std;;00 04 04 04 01 00;
00:05:51.215;389;Std;;01 00 01 00 4F 50 00 00;
00:05:51.215;30F;Std;;18 32 CF 02 DD 36;
00:05:51.216;20B;Std;;81 00 00 00;
00:05:51.216;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:51.217;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:51.217;489;Std;;00 00 FA FF 00 00 22 01;
00:05:51.218;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:51.218;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:51.219;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:51.219;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:51.221;28A;Std;;07 00 01 00 00 00 00 00;
00:05:51.222;184;Std;;00 00 00 00 00 07 0F 01;
00:05:51.224;38A;Std;;00 00 00 00 00 00 00 00;
00:05:51.226;48A;Std;;00 00 00 00 00 00 00 00;
00:05:51.232;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:51.236;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:51.236;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:51.242;384;Std;;C3 02 F8 01 F5 01 F7 01;
00:05:51.247;188;Std;;00 02 00 00 00 02 01 4E;
00:05:51.251;484;Std;;00 00 00 00 00 00 00 00;
00:05:51.255;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:51.256;1AE;Std;;00 00 00 00 00;
00:05:51.256;18F;Std;;00 20 05 00;
00:05:51.257;28F;Std;;FF 1F 83 00 00 00;
00:05:51.258;38F;Std;;00 00 01 03;
00:05:51.258;714;Std;;5;
00:05:51.260;42E;Std;;11 00 00 00 C0 78 00 09;
00:05:51.261;52E;Std;;FF FC 02 2C 00 BA 01 81;
00:05:51.261;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:51.265;24B;Std;;00 00 00 00 00 00 00 00;
00:05:51.266;24A;Std;;00 00 00 00 00 00 00 00;
00:05:51.266;24C;Std;;00 00 00 00 00 00 00 00;
00:05:51.271;285;Std;;01 00 90 42 81 00 00 01;
00:05:51.276;70F;Std;;5;
00:05:51.280;182;Std;;00 00 00 00 00 00 00 00;
00:05:51.281;194;Std;;01 00 28 01 21 01 36 01;
00:05:51.281;385;Std;;00 00 00 00 00 00 00 00;
00:05:51.282;494;Std;;3C 01 4D 01 11 01 12 01;
00:05:51.282;394;Std;;02 00 03 00 08 00 00 00;
00:05:51.283;282;Std;;00 00 00 00 DC 00 D9 00;
00:05:51.283;294;Std;;00 00 01 00 01 00 00 00;
00:05:51.285;382;Std;;01 00 01 00 4F 50 00 00;
00:05:51.287;482;Std;;00 00 FD FF 00 00 17 01;
00:05:51.289;183;Std;;E4 00 B9 00 FF 00 03 00;
00:05:51.291;485;Std;;FA 01 FA 01 E6 02 00 00;
00:05:51.292;283;Std;;01 00 05 00 00 00 00 00;
00:05:51.294;383;Std;;00 00 00 00 00 00 00 00;
00:05:51.296;483;Std;;00 00 00 00 00 40 00 00;
00:05:51.300;80;Std;;;
00:05:51.300;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:51.301;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:51.301;187;Std;;00 00 00 00 00 00 00 00;
00:05:51.302;18B;Std;;01 00 00 00;
00:05:51.302;28B;Std;;1C 00 F6 FF 12 00 5D 00;
00:05:51.303;29B;Std;;BD FF C0 FF C0 FF BD FF;
00:05:51.303;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:51.310;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:51.310;302;Std;;00 00 CF 08 F4 01 00 00;
00:05:51.311;402;Std;;00 00 00 00 00 00 00 00;
00:05:51.311;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:51.312;309;Std;;00 00 CF 08 2C 01 00 00;
00:05:51.313;409;Std;;00 00 00 00 00 00 00 00;
00:05:51.313;204;Std;;00 00 00 00 00 00 00 00;
00:05:51.314;304;Std;;00 00 00 00 00 00 00 00;
00:05:51.314;20F;Std;;00 04 04 04 01 00;
00:05:51.314;20B;Std;;81 00 00 00;
00:05:51.316;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:51.317;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:51.317;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:51.318;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:51.318;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:51.320;189;Std;;00 00 00 00 00 00 00 00;
00:05:51.322;184;Std;;00 00 00 00 00 07 0F 01;
00:05:51.323;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:51.325;389;Std;;01 00 01 00 4F 50 00 00;
00:05:51.327;489;Std;;00 00 FA FF 00 00 22 01;
00:05:51.329;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:51.331;28A;Std;;07 00 01 00 00 00 00 00;
00:05:51.332;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:51.334;38A;Std;;00 00 00 00 00 00 00 00;
00:05:51.336;48A;Std;;00 00 00 00 00 40 00 00;
00:05:51.336;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:51.337;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:51.342;384;Std;;C3 02 F7 01 F5 01 F7 01;
00:05:51.347;188;Std;;00 02 00 00 00 02 01 4F;
00:05:51.351;484;Std;;00 00 00 00 00 00 00 00;
00:05:51.355;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:51.356;1AE;Std;;00 00 00 00 00;
00:05:51.356;18F;Std;;00 20 05 00;
00:05:51.357;48F;Std;;01 00 00 00 00 00;
00:05:51.361;42E;Std;;11 00 00 00 C0 78 00 0A;
00:05:51.361;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:51.362;52E;Std;;08 08 00 05 00 00 F0 00;
00:05:51.366;24B;Std;;00 00 00 00 00 00 00 00;
00:05:51.366;24A;Std;;00 00 00 00 00 00 00 00;
00:05:51.367;24C;Std;;00 00 00 00 00 00 00 00;
00:05:51.371;285;Std;;01 00 90 42 81 00 00 01;
00:05:51.377;712;Std;;5;
00:05:51.381;385;Std;;00 00 00 00 00 00 00 00;
00:05:51.382;70B;Std;;5;
00:05:51.390;182;Std;;00 00 00 00 00 00 00 00;
00:05:51.391;485;Std;;FA 01 FA 01 E6 02 00 00;
00:05:51.393;282;Std;;00 00 00 00 DC 00 D9 00;
00:05:51.395;382;Std;;01 00 01 00 4F 50 00 00;
00:05:51.397;482;Std;;00 00 FC FF 00 00 17 01;
00:05:51.398;80;Std;;;
00:05:51.399;183;Std;;E4 00 B9 00 FF 00 03 00;
00:05:51.400;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:51.401;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:51.401;18B;Std;;01 00 00 00;
00:05:51.401;283;Std;;01 00 05 00 00 00 00 00;
00:05:51.402;28B;Std;;27 00 F6 FF 0F 00 58 00;
00:05:51.402;29B;Std;;C2 FF C0 FF BD FF C0 FF;
00:05:51.403;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:51.404;383;Std;;00 00 00 00 00 00 00 00;
00:05:51.406;483;Std;;00 00 00 00 00 00 00 00;
00:05:51.408;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:51.409;302;Std;;00 00 CF 08 F4 01 00 00;
00:05:51.409;402;Std;;00 00 00 00 00 00 00 00;
00:05:51.410;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:51.410;309;Std;;00 00 CF 08 2C 01 00 00;
00:05:51.411;409;Std;;00 00 00 00 00 00 00 00;
00:05:51.411;204;Std;;00 00 00 00 00 00 00 00;
00:05:51.412;304;Std;;00 00 00 00 00 00 00 00;
00:05:51.412;20F;Std;;00 04 04 04 01 00;
00:05:51.413;20B;Std;;81 00 00 00;
00:05:51.417;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:51.417;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:51.418;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:51.418;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:51.419;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:51.422;184;Std;;00 00 00 00 00 07 0F 01;
00:05:51.430;189;Std;;00 00 00 00 00 00 00 00;
00:05:51.432;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:51.433;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:51.435;389;Std;;01 00 01 00 4F 50 00 00;
00:05:51.435;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:51.436;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:51.437;489;Std;;00 00 FB FF 00 00 22 01;
00:05:51.439;18A;Std;;D9 00 A6 00 D7 00 03 00;
00:05:51.441;28A;Std;;07 00 01 00 00 00 00 00;
00:05:51.442;384;Std;;C2 02 F8 01 F5 01 F7 01;
00:05:51.444;38A;Std;;00 00 00 00 00 00 00 00;
00:05:51.446;48A;Std;;00 00 00 00 00 00 00 00;
00:05:51.447;188;Std;;00 02 00 00 00 02 01 50;
00:05:51.451;701;Std;;5;
00:05:51.451;484;Std;;00 00 00 00 00 00 00 00;
00:05:51.456;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:51.456;1AE;Std;;00 00 00 00 00;
00:05:51.456;18F;Std;;00 20 05 00;
00:05:51.461;42E;Std;;11 00 00 00 C0 78 00 0B;
00:05:51.462;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:51.468;24B;Std;;00 00 00 00 00 00 00 00;
00:05:51.468;24A;Std;;00 00 00 00 00 00 00 00;
00:05:51.469;24C;Std;;00 00 00 00 00 00 00 00;
00:05:51.471;285;Std;;01 00 90 42 81 00 00 01;
00:05:51.476;70F;Std;;5;
00:05:51.481;385;Std;;00 00 00 00 00 00 00 00;
00:05:51.492;485;Std;;FA 01 FA 01 E6 02 00 00;
00:05:51.497;80;Std;;;
00:05:51.500;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:51.500;18B;Std;;01 00 00 00;
00:05:51.500;182;Std;;00 00 00 00 00 00 00 00;
00:05:51.501;28B;Std;;24 00 F6 FF 12 00 5D 00;
00:05:51.501;29B;Std;;BD FF C0 FF C0 FF BD FF;
00:05:51.502;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:51.502;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:51.503;282;Std;;00 00 00 00 DC 00 D9 00;
00:05:51.505;382;Std;;01 00 01 00 4F 50 00 00;
00:05:51.507;482;Std;;00 00 FD FF 00 00 17 01;
00:05:51.508;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:51.508;302;Std;;00 00 CF 18 F4 01 00 00;
00:05:51.509;402;Std;;00 00 00 00 00 00 00 00;
00:05:51.509;183;Std;;E4 00 B8 00 FF 00 03 00;
00:05:51.510;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:51.510;309;Std;;00 00 CF 18 2C 01 00 00;
00:05:51.511;409;Std;;00 00 00 00 00 00 00 00;
00:05:51.511;204;Std;;00 00 00 00 00 00 00 00;
00:05:51.512;283;Std;;01 00 05 00 00 00 00 00;
00:05:51.512;304;Std;;00 00 00 00 00 00 00 00;
00:05:51.513;20F;Std;;00 04 04 04 01 00;
00:05:51.513;20B;Std;;81 00 00 00;
00:05:51.514;383;Std;;00 00 00 00 00 00 00 00;
00:05:51.514;214;Std;;02 00 00 00 00 00 00 00;
00:05:51.515;314;Std;;00 00 00 00 00 00 00 00;
00:05:51.516;483;Std;;00 00 00 00 00 00 00 00;
00:05:51.517;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:51.517;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:51.518;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:51.518;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:51.519;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:51.522;184;Std;;00 00 00 00 00 07 0F 01;
00:05:51.532;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:51.536;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:51.536;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:51.540;189;Std;;00 00 00 00 00 00 00 00;
00:05:51.542;384;Std;;C2 02 F8 01 F5 01 F7 01;
00:05:51.543;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:51.545;389;Std;;01 00 01 00 4F 50 00 00;
00:05:51.547;708;Std;;5;
00:05:51.547;188;Std;;00 02 00 00 00 02 01 51;
00:05:51.548;489;Std;;00 00 FA FF 00 00 22 01;
00:05:51.549;18A;Std;;D9 00 A6 00 D7 00 03 00;
00:05:51.551;28A;Std;;07 00 01 00 00 00 00 00;
00:05:51.552;484;Std;;00 00 00 00 00 00 00 00;
00:05:51.554;38A;Std;;00 00 00 00 00 00 00 00;
00:05:51.556;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:51.556;1AE;Std;;00 00 00 00 00;
00:05:51.556;18F;Std;;00 20 05 00;
00:05:51.557;48A;Std;;00 00 00 00 00 00 00 00;
00:05:51.557;48F;Std;;01 00 00 00 00 00;
00:05:51.561;42E;Std;;11 00 00 00 C0 78 00 0C;
00:05:51.561;52E;Std;;00 00 00 00 67 BD 2D 00;
00:05:51.562;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:51.566;24B;Std;;00 00 00 00 00 00 00 00;
00:05:51.566;24A;Std;;00 00 00 00 00 00 00 00;
00:05:51.567;24C;Std;;00 00 00 00 00 00 00 00;
00:05:51.572;285;Std;;01 00 90 42 81 00 00 01;
00:05:51.582;385;Std;;00 00 00 00 00 00 00 00;
00:05:51.592;485;Std;;FA 01 FA 01 E6 02 00 00;
00:05:51.598;80;Std;;;
00:05:51.600;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:51.600;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:51.602;18B;Std;;01 00 00 00;
00:05:51.602;28B;Std;;1C 00 F8 FF 0F 00 64 00;
00:05:51.603;29B;Std;;BD FF BD FF BD FF C0 FF;
00:05:51.603;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:51.604;709;Std;;5;
